the_index,Title,DomesticTotalGross,RunTime,ReleaseDate,Director,ProductionBudget,InRelease,MpaaRating,Distributor,Genre,Nominations,Wins,IntDayOfTheYear,IntMonthOfTheYear,DayOfTheYear^2,OpeningGross,OpeningRank,OpeningRatio,GenreMap_Comedy
http://www.boxofficemojo.com/movies/?id=pacifier.htm,The Pacifier,113086868.0,91.0,2005-03-04,Adam Shankman,56000000.0,133,PG,Buena Vista,Family Comedy,0,0,63,3,3969,30552694.0,1.0,27.01701315134132,1
http://www.boxofficemojo.com/movies/?id=pathfinder.htm,Pathfinder: Legend of the Ghost Warrior,10232081.0,88.0,2007-04-13,Marcus Nispel,45000000.0,70,R,Fox,Period Adventure,0,0,103,4,10609,5001214.0,6.0,48.87777960319118,0
http://www.boxofficemojo.com/movies/?id=pineappleexpress.htm,Pineapple Express,87341380.0,105.0,2008-08-06,David Gordon Green,27000000.0,58,R,Sony / Columbia,Action Comedy,0,0,219,8,47961,23245025.0,2.0,26.613988695850697,1
http://www.boxofficemojo.com/movies/?id=pinkpanther05.htm,The Pink Panther,82226474.0,92.0,2006-02-10,Shawn Levy,80000000.0,70,PG,Sony / Columbia,Comedy,0,0,41,2,1681,20220412.0,1.0,24.591121346149418,1
http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean2.htm,Pirates of the Caribbean: Dead Man's Chest,423315812.0,151.0,2006-07-07,Gore Verbinski,225000000.0,154,PG-13,Buena Vista,Period Adventure,4,1,188,7,35344,135634554.0,1.0,32.04098456875029,0
http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean3.htm,Pirates of the Caribbean: At World's End,309420425.0,168.0,2007-05-25,Gore Verbinski,300000000.0,133,PG-13,Buena Vista,Period Adventure,2,0,145,5,21025,114732820.0,1.0,37.07991157985126,0
http://www.boxofficemojo.com/movies/?id=poseidon.htm,Poseidon,60674817.0,99.0,2006-05-12,Wolfgang Petersen,160000000.0,91,PG-13,Warner Bros.,Action Drama,1,0,132,5,17424,22155410.0,2.0,36.51500094347215,0
http://www.boxofficemojo.com/movies/?id=prestige.htm,The Prestige,53089891.0,135.0,2006-10-20,Christopher Nolan,40000000.0,112,PG-13,Buena Vista,Fantasy Drama,2,0,293,10,85849,14801808.0,1.0,27.880652457922732,0
http://www.boxofficemojo.com/movies/?id=psiloveyou.htm,P.S. I Love You,53695808.0,126.0,2007-12-21,Richard LaGravenese,30000000.0,84,PG-13,Warner Bros.,Romance,0,0,355,12,126025,6481221.0,6.0,12.070255093284004,0
http://www.boxofficemojo.com/movies/?id=pursuitofhappyness.htm,The Pursuit of Happyness,163566459.0,116.0,2006-12-15,Gabriele Muccino,55000000.0,94,PG-13,Sony / Columbia,Drama,1,0,349,12,121801,26541709.0,1.0,16.22686531350538,0
http://www.boxofficemojo.com/movies/?id=rambo08.htm,Rambo,42754105.0,93.0,2008-01-25,Sylvester Stallone,50000000.0,63,R,Lionsgate,Action,0,0,25,1,625,18203876.0,2.0,42.57807759044424,0
http://www.boxofficemojo.com/movies/?id=ratatouille.htm,Ratatouille,206445654.0,111.0,2007-06-29,Brad Bird,150000000.0,168,G,Buena Vista,Animation,5,1,180,6,32400,47027395.0,1.0,22.779551949298966,0
http://www.boxofficemojo.com/movies/?id=rebound.htm,Rebound,16809014.0,103.0,2005-07-01,Steve Carr,33.0,84,PG,Fox,Comedy,0,0,182,7,33124,5033848.0,7.0,29.94731279300499,1
http://www.boxofficemojo.com/movies/?id=redeye.htm,Red Eye,57891803.0,85.0,2005-08-19,Wes Craven,26000000.0,56,PG-13,DreamWorks,Thriller,0,0,231,8,53361,16167662.0,2.0,27.927376868880728,0
http://www.boxofficemojo.com/movies/?id=reignoverme.htm,Reign Over Me,19661987.0,125.0,2007-03-23,Mike Binder,20000000.0,42,R,Sony / Columbia,Drama,0,0,82,3,6724,7460690.0,8.0,37.94474078331961,0
http://www.boxofficemojo.com/movies/?id=rent.htm,Rent,29077547.0,135.0,2005-11-23,Chris Columbus,40000000.0,44,PG-13,Sony (Revolution),Musical,0,0,327,11,106929,10016021.0,5.0,34.44589394009061,0
http://www.boxofficemojo.com/movies/?id=righteouskill.htm,Righteous Kill,40081410.0,101.0,2008-09-12,Jon Avnet,60000000.0,105,R,Overture Films,Crime Thriller,0,0,256,9,65536,16288361.0,3.0,40.63819361644214,0
http://www.boxofficemojo.com/movies/?id=robots.htm,Robots,128200012.0,90.0,2005-03-11,Carlos Saldanha (co-director)Chris Wedge,75000000.0,182,PG,Fox,Animation,0,0,70,3,4900,36045301.0,1.0,28.116456806571907,0
http://www.boxofficemojo.com/movies/?id=rolemodels.htm,Role Models,67294270.0,95.0,2008-11-07,David Wain,28000000.0,84,R,Universal,Comedy,0,0,312,11,97344,19167085.0,2.0,28.482491897155583,1
http://www.boxofficemojo.com/movies/?id=runningscared05.htm,Running Scared,6855137.0,110.0,2006-02-24,Wayne Kramer,15000000.0,42,R,New Line,Action / Crime,0,0,55,2,3025,3381974.0,9.0,49.33488564852898,0
http://www.boxofficemojo.com/movies/?id=rushhour3.htm,Rush Hour 3,140125968.0,90.0,2007-08-10,Brett Ratner,140000000.0,98,PG-13,New Line,Action Comedy,0,0,222,8,49284,49100158.0,1.0,35.040013425634285,1
http://www.boxofficemojo.com/movies/?id=sahara.htm,Sahara,68671925.0,124.0,2005-04-08,Breck Eisner,130000000.0,119,PG-13,Paramount,Adventure,0,0,98,4,9604,18068372.0,1.0,26.31114826036987,0
http://www.boxofficemojo.com/movies/?id=saw2.htm,Saw II,87039965.0,91.0,2005-10-28,Darren Lynn Bousman,4000000.0,70,R,Lions Gate,Horror,0,0,301,10,90601,31725652.0,1.0,36.44952292892121,0
http://www.boxofficemojo.com/movies/?id=saw3.htm,Saw III,80238724.0,107.0,2006-10-27,Darren Lynn Bousman,10000000.0,49,R,Lionsgate,Horror,0,0,300,10,90000,33610391.0,1.0,41.887992884832016,0
http://www.boxofficemojo.com/movies/?id=saw5.htm,Saw V,56746769.0,88.0,2008-10-24,David Hackl,10.0,49,R,Lionsgate,Horror,0,0,298,10,88804,30053954.0,2.0,52.96152455834093,0
http://www.boxofficemojo.com/movies/?id=scarymovie4.htm,Scary Movie 4,90710620.0,83.0,2006-04-14,David Zucker,45000000.0,112,PG-13,Weinstein / Dimension,Horror Comedy,0,0,104,4,10816,40222875.0,1.0,44.34196899988116,1
http://www.boxofficemojo.com/movies/?id=schoolforscoundrels.htm,School for Scoundrels,17807569.0,100.0,2006-09-29,Todd Phillips,35000000.0,84,PG-13,MGM (Weinstein),Comedy,0,0,272,9,73984,8602333.0,4.0,48.307172079468,1
http://www.boxofficemojo.com/movies/?id=secretlifeofbees.htm,The Secret Life of Bees,37770162.0,110.0,2008-10-17,Gina Prince-Bythewood,11000000.0,133,PG-13,Fox Searchlight,Drama,0,0,291,10,84681,10527799.0,3.0,27.873322333115755,0
http://www.boxofficemojo.com/movies/?id=sevenpounds.htm,Seven Pounds,69951824.0,118.0,2008-12-19,Gabriele Muccino,55000000.0,42,PG-13,Sony / Columbia,Drama,0,0,354,12,125316,14851136.0,2.0,21.230520021893923,0
http://www.boxofficemojo.com/movies/?id=sexandthecity.htm,Sex and the City,152647258.0,135.0,2008-05-30,Michael Patrick King,65000000.0,112,R,Warner Bros. (New Line),Romantic Comedy,0,0,151,5,22801,57038404.0,1.0,37.366150396229195,0
http://www.boxofficemojo.com/movies/?id=shestheman.htm,She's the Man,33741133.0,105.0,2006-03-17,Andy Fickman,20000000.0,77,PG-13,Paramount (DreamWorks),Comedy,0,0,76,3,5776,10730372.0,4.0,31.802050037857352,1
http://www.boxofficemojo.com/movies/?id=shootemup.htm,Shoot 'Em Up,12807139.0,80.0,2007-09-07,Michael Davis,39000000.0,42,R,New Line,Action,0,0,250,9,62500,5716554.0,4.0,44.635683270088656,0
http://www.boxofficemojo.com/movies/?id=shooter.htm,Shooter,47003582.0,124.0,2007-03-23,Antoine Fuqua,61000000.0,84,R,Paramount,Action,0,0,82,3,6724,14523571.0,3.0,30.89886000603103,0
http://www.boxofficemojo.com/movies/?id=silenthill.htm,Silent Hill,46982632.0,120.0,2006-04-21,Christophe Gans,50000000.0,63,R,Sony / Columbia,Horror,0,0,111,4,12321,20152598.0,1.0,42.89371868310826,0
http://www.boxofficemojo.com/movies/?id=simpsons.htm,The Simpsons Movie,183135014.0,87.0,2007-07-27,David Silverman,75000000.0,147,PG-13,Fox,Animation,0,0,208,7,43264,74036787.0,1.0,40.42743404600935,0
http://www.boxofficemojo.com/movies/?id=sincity.htm,Sin City,74103820.0,125.0,2005-04-01,Frank MillerRobert Rodriguez,40000000.0,133,R,Dimension Films,Crime,0,0,91,4,8281,29120273.0,1.0,39.296588219068866,0
http://www.boxofficemojo.com/movies/?id=skyhigh.htm,Sky High,63946815.0,102.0,2005-07-29,Mike Mitchell,35000000.0,126,PG,Buena Vista,Family Adventure,0,0,210,7,44100,14631784.0,3.0,22.88117711570154,0
http://www.boxofficemojo.com/movies/?id=slither.htm,Slither,7802450.0,96.0,2006-03-31,James Gunn,15000000.0,28,R,Universal,Sci-Fi Horror,0,0,90,3,8100,3880270.0,8.0,49.731430512210906,0
http://www.boxofficemojo.com/movies/?id=snakesonaplane.htm,Snakes on a Plane,34020814.0,106.0,2006-08-18,David R. Ellis,33000000.0,84,R,New Line,Horror Thriller,0,0,230,8,52900,13806311.0,1.0,40.581953741612416,0
http://www.boxofficemojo.com/movies/?id=speedracer.htm,Speed Racer,43945766.0,135.0,2008-05-09,Lilly & Lana Wachowski,120000000.0,91,PG,Warner Bros.,Action,0,0,130,5,16900,18561337.0,3.0,42.23691765891622,0
http://www.boxofficemojo.com/movies/?id=spiderman3.htm,Spider-Man 3,336530303.0,140.0,2007-05-04,Sam Raimi,258000000.0,112,PG-13,Sony / Columbia,Action / Adventure,0,0,124,5,15376,151116516.0,1.0,44.904281918410184,0
http://www.boxofficemojo.com/movies/?id=spiderwickchronicles.htm,The Spiderwick Chronicles,71195053.0,97.0,2008-02-14,Mark S. Waters,90000000.0,85,PG,Paramount,Fantasy,0,0,45,2,2025,19004058.0,2.0,26.692947331607435,0
http://www.boxofficemojo.com/movies/?id=starwars3.htm,Star Wars: Episode III - Revenge of the Sith,380270577.0,146.0,2005-05-19,George Lucas,113000000.0,155,PG-13,Fox,Sci-Fi Fantasy,1,0,139,5,19321,108435841.0,1.0,28.51544336021559,0
http://www.boxofficemojo.com/movies/?id=stepbrothers.htm,Step Brothers,100468793.0,95.0,2008-07-25,Adam McKay,65000000.0,63,R,Sony / Columbia,Comedy,0,0,207,7,42849,30940732.0,2.0,30.79636081623873,1
http://www.boxofficemojo.com/movies/?id=stepup.htm,Step Up,65328121.0,98.0,2006-08-11,Anne Fletcher,12000000.0,70,PG-13,Buena Vista,Music Drama,0,0,223,8,49729,20659573.0,2.0,31.624318415648293,0
http://www.boxofficemojo.com/movies/?id=strangers.htm,The Strangers,52597610.0,107.0,2008-05-30,Bryan Bertino,9000000.0,56,R,Rogue Pictures,Thriller,0,0,151,5,22801,20997985.0,3.0,39.921937517693294,0
http://www.boxofficemojo.com/movies/?id=superbad.htm,Superbad,121463226.0,114.0,2007-08-17,Greg Mottola,20000000.0,70,R,Sony / Columbia,Comedy,0,0,229,8,52441,33052411.0,1.0,27.211866577625724,1
http://www.boxofficemojo.com/movies/?id=superman06.htm,Superman Returns,200081192.0,154.0,2006-06-28,Bryan Singer,270000000.0,128,PG-13,Warner Bros.,Action / Adventure,1,0,179,6,32041,52535096.0,1.0,26.256888753441654,0
http://www.boxofficemojo.com/movies/?id=sweeneytodd.htm,Sweeney Todd: The Demon Barber of Fleet Street,52898073.0,116.0,2007-12-21,Tim Burton,50000000.0,91,R,Paramount (DreamWorks),Musical,3,1,355,12,126025,9300805.0,5.0,17.582502485487513,0
http://www.boxofficemojo.com/movies/?id=taleofdespereaux.htm,The Tale of Despereaux,50877145.0,87.0,2008-12-19,Sam Fell,60000000.0,77,G,Universal,Animation,0,0,354,12,125316,10103675.0,3.0,19.85896614285255,0
http://www.boxofficemojo.com/movies/?id=talladeganights.htm,Talladega Nights: The Ballad of Ricky Bobby,148213377.0,110.0,2006-08-04,Adam McKay,72.0,77,PG-13,Sony / Columbia,Sports Comedy,0,0,216,8,46656,47042215.0,1.0,31.739520380808813,1
http://www.boxofficemojo.com/movies/?id=tcmbeginning.htm,The Texas Chainsaw Massacre: The Beginning,39517763.0,84.0,2006-10-06,Jonathan Liebesman,16000000.0,91,R,New Line,Horror,0,0,279,10,77841,18508228.0,2.0,46.83521180082992,0
http://www.boxofficemojo.com/movies/?id=tmntcg.htm,TMNT,54149098.0,90.0,2007-03-23,Kevin Munroe,34000000.0,91,PG,Warner Bros.,Animation,0,0,82,3,6724,24255205.0,1.0,44.793368487873984,0
http://www.boxofficemojo.com/movies/?id=transporter2.htm,Transporter 2,43095856.0,88.0,2005-09-02,Louis Leterrier,32000000.0,119,PG-13,Fox,Action,0,0,245,9,60025,16540720.0,1.0,38.381230900715835,0
http://www.boxofficemojo.com/movies/?id=turistas.htm,Turistas,7027762.0,92.0,2006-12-01,John Stockwell,10000000.0,56,R,Fox Atomic,Thriller,0,0,335,12,112225,3582554.0,8.0,50.97716741119008,0
http://www.boxofficemojo.com/movies/?id=twilight08.htm,Twilight,192769854.0,120.0,2008-11-21,Catherine Hardwicke,37000000.0,147,PG-13,Summit Entertainment,Romance,0,0,326,11,106276,69637740.0,1.0,36.12480818707265,0
http://www.boxofficemojo.com/movies/?id=unaccompaniedminors.htm,Unaccompanied Minors,16655224.0,89.0,2006-12-08,Paul Feig,25000000.0,91,PG,Warner Bros.,Comedy,0,0,342,12,116964,5815474.0,7.0,34.916816489529054,1
http://www.boxofficemojo.com/movies/?id=united93.htm,United 93,31483450.0,90.0,2006-04-28,Paul Greengrass,15000000.0,70,R,Universal,Drama / Thriller,2,0,118,4,13924,11478360.0,2.0,36.458393219294585,0
http://www.boxofficemojo.com/movies/?id=unleashed.htm,Unleashed,24537621.0,103.0,2005-05-13,Louis Leterrier,45000000.0,63,R,Rogue Pictures,Action Drama,0,0,133,5,17689,10900901.0,3.0,44.42525622186438,0
http://www.boxofficemojo.com/movies/?id=valkyrie.htm,Valkyrie,83077833.0,120.0,2008-12-25,Bryan Singer,75000000.0,113,PG-13,United Artists,Thriller,0,0,360,12,129600,21027007.0,4.0,25.310008988799694,0
http://www.boxofficemojo.com/movies/?id=vantagepoint.htm,Vantage Point,72266306.0,90.0,2008-02-22,Pete Travis,40000000.0,63,PG-13,Sony / Columbia,Thriller,0,0,53,2,2809,22874936.0,1.0,31.65366720142026,0
http://www.boxofficemojo.com/movies/?id=vforvendetta.htm,V for Vendetta,70511035.0,131.0,2006-03-17,James McTeigue,54000000.0,105,R,Warner Bros.,Action Thriller,0,0,76,3,5776,25642340.0,1.0,36.36642122754261,0
http://www.boxofficemojo.com/movies/?id=walkhard.htm,Walk Hard: The Dewey Cox Story,18317151.0,96.0,2007-12-21,Jake Kasdan,35000000.0,28,R,Sony / Columbia,Comedy,0,0,355,12,126025,4174383.0,9.0,22.78947746841198,1
http://www.boxofficemojo.com/movies/?id=walktheline.htm,Walk the Line,119519402.0,135.0,2005-11-18,James Mangold,28000000.0,168,PG-13,Fox,Music Drama,5,1,322,11,103684,22347341.0,2.0,18.697668015440705,0
http://www.boxofficemojo.com/movies/?id=wall-e.htm,WALL-E,223808164.0,97.0,2008-06-27,Andrew Stanton,180000000.0,196,G,Buena Vista,Animation,6,1,179,6,32041,63087526.0,1.0,28.188214796311005,0
http://www.boxofficemojo.com/movies/?id=waroftheworlds.htm,War of the Worlds,234280354.0,117.0,2005-06-29,Steven Spielberg,132000000.0,149,PG-13,Paramount,Sci-Fi Horror,3,0,180,6,32400,64878725.0,1.0,27.69277230987964,0
http://www.boxofficemojo.com/movies/?id=weatherman.htm,The Weather Man,12482775.0,102.0,2005-10-28,Gore Verbinski,22000000.0,54,R,Paramount,Comedy / Drama,0,0,301,10,90601,4248465.0,6.0,34.0346197059548,0
http://www.boxofficemojo.com/movies/?id=weddingcrashers.htm,Wedding Crashers,209255921.0,113.0,2005-07-15,David Dobkin,40000000.0,163,R,New Line,Comedy,0,0,196,7,38416,33900720.0,2.0,16.200602514850704,1
http://www.boxofficemojo.com/movies/?id=weownthenight.htm,We Own the Night,28563179.0,118.0,2007-10-12,James Gray,21000000.0,35,R,Sony / Columbia,Crime Drama,0,0,285,10,81225,10826287.0,3.0,37.90294840780853,0
http://www.boxofficemojo.com/movies/?id=whathappensinvegas.htm,What Happens in Vegas,80277646.0,99.0,2008-05-09,Tom Vaughan,35000000.0,133,PG-13,Fox,Comedy,0,0,130,5,16900,20172474.0,2.0,25.128382563684042,1
http://www.boxofficemojo.com/movies/?id=whenastrangercalls06.htm,When a Stranger Calls,47860214.0,100.0,2006-02-03,Simon West,15000000.0,49,PG-13,Sony / Screen Gems,Horror Thriller,0,0,34,2,1156,21607203.0,1.0,45.14648221171765,0
http://www.boxofficemojo.com/movies/?id=wickerman.htm,The Wicker Man,23649127.0,106.0,2006-09-01,Neil LaBute,40000000.0,77,PG-13,Warner Bros.,Horror Thriller,0,0,244,9,59536,9610204.0,3.0,40.636612082974565,0
http://www.boxofficemojo.com/movies/?id=wtc.htm,World Trade Center,70278893.0,125.0,2006-08-09,Oliver Stone,65000000.0,72,PG-13,Paramount,Drama / Thriller,0,0,221,8,48841,18730762.0,3.0,26.65204473269094,0
http://www.boxofficemojo.com/movies/?id=x3.htm,X-Men: The Last Stand,234362462.0,104.0,2006-05-26,Brett Ratner,210000000.0,126,PG-13,Fox,Action / Adventure,0,0,146,5,21316,102750665.0,1.0,43.84262911523775,0
http://www.boxofficemojo.com/movies/?id=yesman.htm,Yes Man,97690976.0,104.0,2008-12-19,Peyton Reed,70000000.0,105,PG-13,Warner Bros.,Comedy,0,0,354,12,125316,18262471.0,1.0,18.694122781617004,1
http://www.boxofficemojo.com/movies/?id=youdontmesswiththezohan.htm,You Don't Mess with the Zohan,100018837.0,113.0,2008-06-06,Dennis Dugan,90000000.0,98,PG-13,Sony / Columbia,Comedy,0,0,158,6,24964,38531374.0,2.0,38.52411721204077,1
http://www.boxofficemojo.com/movies/?id=youmeanddupree.htm,"You, Me and Dupree",75628110.0,108.0,2006-07-14,Anthony RussoJoe Russo,54000000.0,84,PG-13,Universal,Comedy,0,0,195,7,38025,21525560.0,3.0,28.462379927251916,1
http://www.boxofficemojo.com/movies/?id=zodiac07.htm,Zodiac,33080084.0,156.0,2007-03-02,David Fincher,65000000.0,63,R,Paramount,Thriller,0,0,61,3,3721,13395610.0,2.0,40.494486047858885,0
http://www.boxofficemojo.com/movies/?id=2012.htm,2012,166112167.0,158.0,2009-11-13,Roland Emmerich,200000000.0,101,PG-13,Sony / Columbia,Action Drama,0,0,317,11,100489,65237614.0,1.0,39.27323035885746,0
http://www.boxofficemojo.com/movies/?id=30minutesorless.htm,30 Minutes or Less,37053924.0,83.0,2011-08-12,Ruben Fleischer,28000000.0,49,R,Sony / Columbia,Action Comedy,0,0,224,8,50176,13330118.0,5.0,35.9749159090411,1
http://www.boxofficemojo.com/movies/?id=50fifty.htm,50/50,35014192.0,99.0,2011-09-30,Jonathan Levine,8000000.0,91,R,Summit Entertainment,Comedy / Drama,0,0,273,9,74529,8644095.0,5.0,24.68740389611161,0
http://www.boxofficemojo.com/movies/?id=abduction11.htm,Abduction,28087155.0,106.0,2011-09-23,John Singleton,35000000.0,84,PG-13,Lionsgate,Action,0,0,266,9,70756,10925253.0,4.0,38.89768472456537,0
http://www.boxofficemojo.com/movies/?id=adjustmentbureau.htm,The Adjustment Bureau,62495645.0,99.0,2011-03-04,George Nolfi,50.0,84,PG-13,Universal,Sci-Fi Thriller,0,0,63,3,3969,21157730.0,2.0,33.85472699737718,0
http://www.boxofficemojo.com/movies/?id=aliceinwonderland10.htm,Alice in Wonderland,334191110.0,109.0,2010-03-05,Tim Burton,200000000.0,126,PG,Buena Vista,Family Adventure,3,2,64,3,4096,116101023.0,1.0,34.740907081579756,0
http://www.boxofficemojo.com/movies/?id=aliensintheattic.htm,Aliens in the Attic,25200412.0,86.0,2009-07-31,John Schultz,45000000.0,119,PG,Fox,Family Adventure,0,0,212,7,44944,8008423.0,5.0,31.77893678881123,0
http://www.boxofficemojo.com/movies/?id=alvin3d.htm,Alvin and the Chipmunks: Chipwrecked,133110742.0,87.0,2011-12-16,Mike Mitchell,75000000.0,175,G,Fox,Family Comedy,0,0,350,12,122500,23244744.0,2.0,17.46271086070574,1
http://www.boxofficemojo.com/movies/?id=alvinandthechipmunksii.htm,Alvin and the Chipmunks: The Squeakquel,219614612.0,88.0,2009-12-23,Betty Thomas,75000000.0,149,PG,Fox,Family Comedy,0,0,357,12,127449,48875415.0,3.0,22.255083373049878,1
http://www.boxofficemojo.com/movies/?id=american10.htm,The American,35606376.0,105.0,2010-09-01,Anton Corbijn,20000000.0,65,R,Focus Features,Drama / Thriller,0,0,244,9,59536,13177790.0,1.0,37.009635577628,0
http://www.boxofficemojo.com/movies/?id=americancarol.htm,An American Carol,7013191.0,83.0,2008-10-03,David Zucker,20000000.0,42,PG-13,Vivendi Entertainment,Comedy,0,0,277,10,76729,3656000.0,9.0,52.1303355348514,1
http://www.boxofficemojo.com/movies/?id=angelsanddemons.htm,Angels & Demons,133375846.0,140.0,2009-05-15,Ron Howard,150000000.0,84,PG-13,Sony / Columbia,Thriller,0,0,135,5,18225,46204168.0,1.0,34.642080545828364,0
http://www.boxofficemojo.com/movies/?id=armored.htm,Armored,15988876.0,88.0,2009-12-04,Nimród Antal,20000000.0,38,PG-13,Sony / Screen Gems,Thriller,0,0,338,12,114244,6511128.0,7.0,40.72286257020193,0
http://www.boxofficemojo.com/movies/?id=arthur2011.htm,Arthur,33035397.0,110.0,2011-04-08,Jason Winer,40000000.0,63,PG-13,Warner Bros.,Comedy,0,0,98,4,9604,12222756.0,3.0,36.99896810684612,1
http://www.boxofficemojo.com/movies/?id=astroboy.htm,Astro Boy,19551067.0,94.0,2009-10-23,David Bowers,65000000.0,91,PG,Summit Entertainment,Animation,0,0,296,10,87616,6702923.0,6.0,34.28417998874435,0
http://www.boxofficemojo.com/movies/?id=ateam.htm,The A-Team,77222099.0,117.0,2010-06-11,Joe Carnahan,110000000.0,98,PG-13,Fox,Action,0,0,162,6,26244,25669455.0,2.0,33.24107390554095,0
http://www.boxofficemojo.com/movies/?id=avatar.htm,Avatar,749766139.0,160.0,2009-12-18,James Cameron,237000000.0,238,PG-13,Fox,Sci-Fi Adventure,9,3,352,12,123904,77025481.0,1.0,10.273267488810934,0
http://www.boxofficemojo.com/movies/?id=badteacher.htm,Bad Teacher,100292856.0,89.0,2011-06-24,Jake Kasdan,20000000.0,112,R,Sony / Columbia,Comedy,0,0,175,6,30625,31603106.0,2.0,31.510824659335658,1
http://www.boxofficemojo.com/movies/?id=baster.htm,The Switch,27779426.0,100.0,2010-08-20,Josh GordonWill Speck,19000000.0,91,PG-13,Miramax,Comedy,0,0,232,8,53824,8436713.0,7.0,30.37036474403755,1
http://www.boxofficemojo.com/movies/?id=battlelosangeles.htm,Battle: Los Angeles,83552429.0,116.0,2011-03-11,Jonathan Liebesman,70000000.0,84,PG-13,Sony / Columbia,Sci-Fi Action,0,0,70,3,4900,35573187.0,1.0,42.57588609422714,0
http://www.boxofficemojo.com/movies/?id=beastly.htm,Beastly,27865571.0,95.0,2011-03-04,Daniel Barnz,17000000.0,77,PG-13,CBS Films,Fantasy,0,0,63,3,3969,9851102.0,3.0,35.35223448319074,0
http://www.boxofficemojo.com/movies/?id=bieber3d.htm,Justin Bieber: Never Say Never,73013910.0,105.0,2011-02-11,Jon Chu,13000000.0,91,G,Paramount,Documentary,0,0,42,2,1764,29514054.0,2.0,40.4225085329631,0
http://www.boxofficemojo.com/movies/?id=bigmomma3.htm,"Big Mommas: Like Father, Like Son",37915414.0,107.0,2011-02-18,John Whitesell,32000000.0,98,PG-13,Fox,Action Comedy,0,0,49,2,2401,16300803.0,5.0,42.99254915164582,1
http://www.boxofficemojo.com/movies/?id=blindside.htm,The Blind Side,255959475.0,126.0,2009-11-20,John Lee Hancock,29000000.0,196,PG-13,Warner Bros.,Sports Drama,2,1,324,11,104976,34119372.0,2.0,13.329989835304984,0
http://www.boxofficemojo.com/movies/?id=bonedeep.htm,Takers,57744720.0,107.0,2010-08-27,John Luessenhop,32000000.0,84,PG-13,Sony / Screen Gems,Action / Crime,0,0,239,8,57121,20512304.0,1.0,35.522388886810774,0
http://www.boxofficemojo.com/movies/?id=bookofeli.htm,The Book of Eli,94835059.0,118.0,2010-01-15,Albert HughesAllen Hughes,80000000.0,119,R,Warner Bros.,Action / Adventure,0,0,15,1,225,32789494.0,2.0,34.575287183614236,0
http://www.boxofficemojo.com/movies/?id=bountyhunter.htm,The Bounty Hunter,67061228.0,106.0,2010-03-19,Andy Tennant,40000000.0,112,PG-13,Sony / Columbia,Action Comedy,0,0,78,3,6084,20686423.0,3.0,30.847068592301948,1
http://www.boxofficemojo.com/movies/?id=box09.htm,The Box,15051977.0,116.0,2009-11-06,Richard Kelly,30000000.0,63,PG-13,Warner Bros.,Horror Thriller,0,0,310,11,96100,7571417.0,6.0,50.30181085182365,0
http://www.boxofficemojo.com/movies/?id=breakingdawn.htm,The Twilight Saga: Breaking Dawn Part 1,281287133.0,108.0,2011-11-18,Bill Condon,110000000.0,98,PG-13,Summit Entertainment,Romance,0,0,322,11,103684,138122261.0,1.0,49.103654165368454,0
http://www.boxofficemojo.com/movies/?id=bridewars.htm,Bride Wars,58715510.0,90.0,2009-01-09,Gary Winick,30000000.0,126,PG,Fox,Comedy,0,0,9,1,81,21058173.0,2.0,35.86475362302056,1
http://www.boxofficemojo.com/movies/?id=brooklynsfinest.htm,Brooklyn's Finest,27163593.0,133.0,2010-03-05,Antoine Fuqua,17000000.0,77,R,Overture Films,Action / Crime,0,0,64,3,4096,13350299.0,2.0,49.147765540442315,0
http://www.boxofficemojo.com/movies/?id=brothers09.htm,Brothers,28544157.0,110.0,2009-12-04,Jim Sheridan,26000000.0,49,R,Lionsgate,Drama,0,0,338,12,114244,9527848.0,3.0,33.379328736175324,0
http://www.boxofficemojo.com/movies/?id=burlesque.htm,Burlesque,39440655.0,100.0,2010-11-24,Steven Antin,55000000.0,79,PG-13,Sony / Screen Gems,Musical,0,0,328,11,107584,11947744.0,4.0,30.292965469260082,0
http://www.boxofficemojo.com/movies/?id=captainamerica.htm,Captain America: The First Avenger,176654505.0,125.0,2011-07-22,Joe Johnston,140000000.0,112,PG-13,Paramount,Action / Adventure,0,0,203,7,41209,65058524.0,1.0,36.82811485617081,0
http://www.boxofficemojo.com/movies/?id=cars2.htm,Cars 2,191452396.0,113.0,2011-06-24,John LasseterBrad Lewis (co-director),200000000.0,175,G,Buena Vista,Animation,0,0,175,6,30625,66135507.0,1.0,34.5440999338551,0
http://www.boxofficemojo.com/movies/?id=case39.htm,Case 39,13261851.0,109.0,2010-10-01,Christian Alvart,26000000.0,49,R,Paramount Vantage,Horror Thriller,0,0,274,10,75076,5350570.0,7.0,40.3455746863692,0
http://www.boxofficemojo.com/movies/?id=catsanddogs2.htm,Cats & Dogs: The Revenge of Kitty Galore,43585753.0,82.0,2010-07-30,Brad Peyton,85000000.0,84,PG,Warner Bros.,Family Comedy,0,0,211,7,44521,12279363.0,6.0,28.172882547193804,1
http://www.boxofficemojo.com/movies/?id=changeup.htm,The Change-Up,37081475.0,101.0,2011-08-05,David Dobkin,52000000.0,56,R,Universal,Comedy,0,0,217,8,47089,13531115.0,4.0,36.49022861145626,1
